番号,Ap. 語形,Ap. アクセント,意味,脚韻開始一致率,内訳,全体,逸脱,Ved. のアクセント,,
340,kandara-,kandára-,洞,85.714%,6,7,0,kandara-,,
341,kandāvaṇa-,kandā́vaṇa-,泣かせること,100.000%,3,3,0,,,
342,kandoṭṭa-,kandóṭṭa-,青蓮,100.000%,2,2,0,kandoṭa-,,
343,kandhara-,kandhára-,肩,75.000%,6,8,0,,,
344,kapparia-,kappária-,破られた,100.000%,5,5,0,,,
345,kappa-,káppa-,切る,100.000%,4,4,0,,,
346,kappia-,káppia-,切られた,50.000%,1,2,,,,
347,kamala-,kamála-,蓮,89.286%,25,28,1,kámala-,,
348,kamalāara-,kamalāára-,蓮池,100.000%,2,2,0,kamalākara-,,
349,kamalekkhaṇa-,kamalekkháṇa-,蓮の見た目をした,100.000%,3,3,0,kamalekṣaṇa-,,
350,kama-,káma-,歩く,100.000%,2,2,0,krā́ma-,,
351,kama-,káma-,歩み,75.000%,3,4,1,kráma-,,
352,kameppiṇu,kaméppiṇu,歩んでから,100.000%,3,3,0,,,
353,kampāvaṇa-,kampā́vaṇa-,振動,100.000%,6,6,0,,,
354,kampia-,kámpia-,揺らされた,100.000%,7,7,0,kampita-,,
355,kamma-,kámma-,業,83.333%,5,6,1,kárman-,,
356,kammāra-,kammā́ra-,使用人,100.000%,2,2,0,karmakara-,,
357,karaala-,karaála-,手のひら,80.000%,8,10,0,karatala-,,
358,karagga-,karágga-,指,66.667%,4,6,2,karāgra-,,
359,karaṇa-,káraṇa-,すること、道具,100.000%,9,9,0,káraṇa-,,
360,karanta-,karánta-,しつつある,85.714%,18,21,0,,,
361,karanta-,káranta- / karánta-,行いつつある,50.000%,1,2,,,,
362,karamvia-,karamvía-,混ぜられた,70.000%,7,10,0,karambita-,,
363,karavāla-,karavā́la-,剣,100.000%,5,5,0,karavāla-,,
364,kara-,kára-,行う,95.745%,45,47,2,,,
365,kara-,kára-,行うもの,96.429%,27,28,1,kará-,,
366,kara-,kára-,手、（象の）鼻,94.118%,48,51,3,kará-,,
367,karāla-,karā́la-,恐ろしい,88.235%,15,17,0,karāla-,,
368,karāvaṇa-,kárāvaṇa- / karā́vaṇa-,させること,50.000%,1,2,,,,
369,karāvia-,karā́via-,させられた,66.667%,2,3,0,,,
370,kariṇi-,káriṇi-,雌象,100.000%,2,2,0,kariṇī-,,
371,karivi,kárivi,してから,93.750%,15,16,1,,,
372,karīra-,karī́ra-,竹の節,50.000%,1,2,1,karī́ra-,,
373,karuṇa-,káruṇa-,嘆かわしい,100.000%,2,2,0,karúṇa-,,
374,karekka-,karékka-,一方,100.000%,2,2,0,,,
375,kareppiṇu,karéppiṇu,してから,89.474%,17,19,0,,,
376,kareva-,karéva-,なされるべき,66.667%,6,9,3,,,
377,karevi,kárevi,してから,38.462%,5,13,8,,,
378,karevva-,karévva-,なされるべき,100.000%,3,3,0,,,
379,karesa-,karésa-,するであろう,100.000%,4,4,0,kariṣyá-,,
380,kare-,karé-,行わせる,100.000%,4,4,0,kāraya-,,
381,kalaala-,kalaála-,カラカラ（音）,90.000%,18,20,2,kalakala-,,
382,kalaṅka-,kaláṅka-,汚れ,100.000%,4,4,0,kalaṅka-,,
383,kalaṅkia-,kaláṅkia-,害された,60.000%,3,5,2,kalaṅkita-,,
384,kalatta-,kalátta-,妻,85.714%,12,14,2,kalatra-,,
385,kalasa-,kalasá-,水壺,100.000%,3,3,0,kaláśa-,,
386,kalāva-,kalā́va-,束,100.000%,2,2,0,kalāpa-,,
387,kaliāraa-,kaliā́raa-,カリカーラカ（ナーラダ）,100.000%,4,4,0,kalikāraka-,,
388,kali-,káli-,不和,100.000%,3,3,0,káli-,,
389,kalevara-,kalevára- / kalevará-,体,50.000%,1,2,,kalevara-,,
390,kavaṇa-,kaváṇa-,誰,58.824%,10,17,0,kaḥ punaḥ,,
391,kavandha-,kavandhá-,首を切られた遺体,77.778%,7,9,0,,,
392,kavva-,kávva-,詩,66.667%,2,3,1,kā́vya-,,
393,kasaṇa-,kasáṇa-,青黒い,100.000%,2,2,0,kṛṣṇá-,,
394,kasāa-,kasā́a-,怒り、驕り,83.333%,5,6,1,kaṣāya-,,
395,kahantara-,kahántara-,話の内側,100.000%,2,2,0,kathāntara-,,
396,kaha-,káha-,語る,87.500%,7,8,1,kathaya-,,
397,kaha-,káha-,話,100.000%,6,6,0,kathā-,,
398,kahāṇa-,kahā́ṇa-,話,100.000%,3,3,0,kathānaka-,,
399,kahia-,káhia-,語られた,100.000%,2,2,0,kathita-,,
400,kāara-,kāára-,臆病な,50.000%,2,4,1,kātara-,,
401,kāa-,kā́a-,体,100.000%,4,4,0,kāya-,,
402,kāĩ,kā́ĩ,何,100.000%,10,10,0,kā́ni,,
403,kākuttha-,kākutthá-,カークスタ,100.000%,3,3,0,kākutstha-,,
404,kāṇaṇa-,kāṇáṇa-,森,85.714%,6,7,1,kānana-,,
405,kāṇi-,kā́ṇi-,考え,100.000%,2,2,0,,,
406,kāma-,kā́ma-,愛欲、カーマ,100.000%,8,8,0,kā́ma-,,
407,kāmāvattha-,kāmāváttha- / kāmāvatthá-,愛の状態,50.000%,1,2,,,,
408,kāmiṇī-,kāmiṇī-,愛しい女性,75.000%,6,8,2,kāminī-,,
409,kāmua-,kāmúa- / kāmuá-,愛しい,50.000%,1,2,,kā́muka-,,
410,kāraṇa-,kāráṇa-,原因,72.222%,13,18,1,kāraṇa-,,
411,kāraṇḍa-,kāráṇḍa- / kāraṇḍá-,ガチョウの一種,50.000%,1,2,,kāraṇḍa-,,
412,kāla-,kā́la-,時間,100.000%,26,26,0,kālá-,,
413,kāsu,kā́su,誰の,100.000%,5,5,0,kásya-,,
414,kāhala-,kā́hala-,大太鼓,100.000%,4,4,0,kāhala-,,
415,kiantavatta-,kiantavátta-,クリターンタヴァクトラ,100.000%,3,3,0,kṛtāntavaktra-,,
416,kianta-,kíanta- / kiánta-,終わりをもたらす者,40.000%,2,5,,kṛtānta-,,
417,kia-,kía-,行われた、作られた,96.364%,53,55,2,kṛtá-,,
418,kiāara-,kiā́ara-,尊敬を集める,100.000%,3,3,0,,,
419,kiā-,kíā-,行為,100.000%,4,4,0,kriyā-,,
420,kikkindharāa-,kikkindharā́a-,キシュキンダーの王（ヴァーリン）,100.000%,3,3,0,,,
421,kikkindha-,kikkíndha-,キシュキンダー）,100.000%,3,3,0,kiṣkindhā-,,
422,kikkindhāhiva-,kikkindhāhíva- / kikkindhāhivá-,キシュキンダーの王（ヴァーリン）,50.000%,2,4,,kiṣkindhādhipa-,,
423,kikkindhesara-,kikkindhesára-,キシュキンダーの王（ヴァーリン）,75.000%,3,4,0,,,
424,kiṅkara-,kiṅkára-,奴隷,95.833%,23,24,1,kiṃkara-,,
425,kijja-,kíjja-,される,100.000%,10,10,0,kriyá-,,
426,kiṇṇara-,kiṇṇára-,キムナラ,100.000%,6,6,0,kiṃnara-,,
427,kittidhavala-,kittidhavála-,キールティダヴァラ,66.667%,2,3,0,,,
428,kitti-,kítti-,名声,100.000%,4,4,0,kīrtí-,,
429,kiraṇa-,kiráṇa-,光線,100.000%,3,3,0,kiráṇa-,,
430,kivāṇa-,kivā́ṇa-,剣,100.000%,2,2,0,kṛpāṇa-,,
431,kisoara-,kisóara-,細い腰を持つ,62.500%,5,8,3,kṛśodara-,,
432,kisora-,kisóra-,小馬,100.000%,3,3,0,kiśorá-,,
433,kiha,kíha,どのように,100.000%,14,14,0,,,
434,kīla-,kī́la-,くつろぎ、遊び,100.000%,4,4,0,krīḍā́-,,
435,kuia-,kúia-,怒った,100.000%,2,2,0,kupita-,,
436,kuñjara-,kuñjára-,象,100.000%,20,20,0,kuñjara-,,
437,kuṇa-,kúṇa-,作る、する,75.000%,3,4,1,kṛṇó-,,
438,kuṇḍala-,kuṇḍála-,耳輪,100.000%,5,5,0,kuṇḍala-,,
439,kuddha-,kúddha-,怒った,83.333%,15,18,3,kruddhá-,,
440,kunda-,kundá-,ジャスミン,100.000%,9,9,0,kunda-,,
441,kundenda-,kundendá-,ジャスミンの主,100.000%,2,2,0,*kundendra-,,
442,kumāra-,kumā́ra-,少年,100.000%,36,36,0,kumārá-,,
443,kumbhaaṇṇa-,kumbhaáṇṇa-,クンバカルナ,60.000%,6,10,4,kumbhakarṇa-,,
444,kumbhaala-,kumbhaála-,象の頬,100.000%,2,2,0,,,
445,kumbhatthala-,kumbhatthála-,象の頬,57.143%,4,7,0,kumbhasthala-,,
446,kumbha-,kúmbha- / kumbhá-,つぼ、頬,50.000%,2,4,,kumbhá-,,
447,kuraṅga-,kuráṅga-,鹿,100.000%,2,2,0,kuraṅga-,,
448,kurula-,kurúla-,巻き毛,100.000%,2,2,0,kurula-,,
449,kulaara-,kulaára-,先祖,100.000%,2,2,0,kulakara-,,
450,kulahara-,kulahára-,父の家,75.000%,3,4,0,kuladhara-,,
451,kula-,kúla-,集団、家系,100.000%,2,2,0,kúla-,,
452,kuvera-,kuvéra-,クベーラ,100.000%,3,3,0,kúbera-,,
453,kusala-,kusála-,長けた,87.500%,7,8,0,kúśala-,,
454,kusumomālia-,kusumomā́lia-,花で覆われた,100.000%,3,3,0,,,
455,kūra-,kū́ra-,残酷な,100.000%,6,6,0,krūrá-,,
456,kūvāra-,kūvā́ra-,呼び声,100.000%,3,3,0,,,
457,keumai-,keumái-,ケートゥマティー,100.000%,3,3,0,ketumátī-,,
458,keu-,kéu-,旗印,100.000%,2,2,0,ketú-,,
459,kekkaa-,kekkáa- / kekkaá-,カイカイー,33.333%,1,3,,kaikayī-,,
460,keṇa,kéṇa,誰によって,100.000%,5,5,0,kéna,,
461,kettaḍaa-,kéttaḍaa- / kettaḍáa-,どれほどの,50.000%,1,2,,,,
462,ketthu,kétthu,どこに,100.000%,4,4,0,,,
463,kema,kéma,どのように,80.952%,17,21,4,kathám,,
464,kera-,kéra-,関係する,86.957%,20,23,3,,,
465,kevala-,kevála-,単なる,100.000%,12,12,0,kévala-,,
466,keva,kéva,どのように,72.727%,8,11,3,,,
467,kesara-,késara- / kesára-,体毛、たてがみ,40.000%,2,5,,késara-,,
468,kesari-,kesári-,獅子,64.706%,11,17,1,késarin-,,
469,kesava-,kesáva-,ケーシャヴァ（ヴィシュヌ神）,100.000%,2,2,0,keśavá-,,
470,kesa,késa-,髪の毛,80.000%,4,5,1,kéśa-,,
471,keha-,kéha-,どのような,100.000%,3,3,0,kīdṛśa-,,
472,kaikasī-,kaikasī́-,カイカシー,100.000%,2,2,0,,,
473,kaicindha-,kaicíndha-,猿の徽章,66.667%,2,3,1,,,
474,kaiddhaa-,kaiddháa-,カイッダア（猿の王）,54.545%,6,11,0,,,
475,kaivara-,kaivára-,最高の詩人,100.000%,2,2,0,,,
476,kai-,kái-,猿,100.000%,3,3,0,kapí-,,
477,kokkanta-,kokkánta-,呼びつつある,100.000%,3,3,0,,,
478,kokkāvia-,kokkā́via-,呼ばされた,100.000%,3,3,0,,,
479,koṭṭavāla-,koṭṭavā́la-,街を守る神,100.000%,3,3,0,koṭṭapāla-,,
480,koḍi-,kóḍi- / koḍí-,1000万,50.000%,1,2,,koṭi-,,
481,koḍḍāvaṇaa-,koḍḍāváṇaa-,好奇心を起こさせる,66.667%,4,6,0,,,
482,komala-,komála-,柔らかな,100.000%,5,5,0,komala-,,
483,kovaṇḍa-,kováṇḍa-,弓,100.000%,2,2,0,kodaṇḍa-,,
484,koha-,kóha-,怒り,100.000%,4,4,0,kródha-,,
485,khaaṅkara-,kháaṅkara- / khaaṅkára-,滅亡をなす,50.000%,2,4,,kṣayaṃkara-,,
486,khaa-,kháa-,滅び,100.000%,4,4,0,kṣayá-,,
487,khaginda-,khagínda-,鳥の王（ガルダ）,100.000%,2,2,0,khagendra-,,
488,khagesara-,khagesára-,鳥の王（ガルダ）,100.000%,2,2,0,khageśvara-,,
489,khagga-,khágga-,剣,90.000%,9,10,1,khaḍgá-,,
490,khañcia-,kháñcia-,引かれた,60.000%,3,5,2,kṛṣṭa-,,
491,khaṇantara-,khaṇántara-,一瞬,50.000%,3,6,2,,,
492,khaṇa-,kháṇa-,刹那,95.238%,20,21,1,kṣaṇa-,,
493,khaṇḍaṇa-,kháṇḍaṇa- / khaṇḍáṇa-,壊すこと,50.000%,2,4,,khaṇḍaṇa-,,
494,khaṇḍa-,kháṇḍa-,破る,100.000%,2,2,0,khaṇḍaya-,,
495,khaṇḍa-,kháṇḍa-,部分、体,92.308%,12,13,1,khaṇḍa-,,
496,khaṇḍia-,kháṇḍia-,裂かれた,75.000%,3,4,1,khaṇḍita-,,
497,khatta-,khátta- / khattá-,クシャトリヤ階級,50.000%,1,2,,kṣatrá-,,
498,khaddha-,kháddha- / khaddhá-,食べられた,50.000%,1,2,,,,
499,khanta-,khánta-,忍耐づよい,100.000%,2,2,0,kṣānta-,,
500,khanda-,khánda-,スカンダ,100.000%,2,2,0,skandá-,,
501,khandha-,khándha- / khandhá-,肩,50.000%,4,8,,skandhá-,,
502,khandhāvāra-,khandhāvā́ra-,王宮,100.000%,3,3,0,skandhāvāra-,,
503,khamejja-,khaméjja-,許される,75.000%,3,4,1,kṣamya-,,
504,khambha-,khámbha- / khambhá-,柱,50.000%,3,6,,stambha-,,
505,khara-,khára-,カラ,100.000%,2,2,0,khára-,,
506,khara-,khára-,激しい,100.000%,2,2,0,khára-,,
507,khala-,khála-,邪悪な、恐ろしい,81.818%,9,11,2,khála-,,
508,khalia-,khália-,止められた,100.000%,2,2,0,skhalita-,,
509,khāiā-,khā́iā- / khāíā-,溝,50.000%,1,2,,khātikā-,,
510,khāṇi-,khā́ṇi-,井戸,100.000%,4,4,0,khāni-,,
511,khāma-,khā́ma-,消耗した、弱い,100.000%,2,2,0,kṣāmá-,,
512,khāra-,khā́ra-,アルカリ,100.000%,3,3,0,kṣāraka-,,
513,khāria-,khā́ria-,挑発された,100.000%,3,3,0,,,
514,khīra-,khī́ra-,牛乳,100.000%,2,2,0,kṣīrá-,,
515,khutta-,khútta-,沈んだ,75.000%,3,4,1,,,
516,khudda-,khúdda-,卑しい,100.000%,2,2,0,kṣudrá-,,
517,khuppanta-,khúppanta-,焼きつつある,80.000%,4,5,1,,,
518,kheara-,kheára-,ヴィディヤーダラ,66.667%,2,3,1,khecara-,,
519,khea-,khéa-,不安、恐れ、ためらい,100.000%,13,13,0,kheda-,,
520,khetta-,khettá-,土地,100.000%,2,2,0,kṣétra-,,
521,khemaṅkara-,khemáṅkara- / khemaṅkára-,クシェーマンカラ,50.000%,1,2,,kṣemaṃkara-,,
522,kherī-,khérī-,敵意,100.000%,3,3,0,,,
523,kheva-,khéva-,素早さ,100.000%,5,5,0,kṣiprá-,,
524,gaaghaḍa-,gaagháḍa-,象の軍団,100.000%,2,2,0,,,
525,gaaṇaala-,gaaṇaála-,天蓋,50.000%,3,6,0,gaganatala-,,
526,gaaṇaṅgaṇa-,gaaṇaṅgána-,中空,77.778%,7,9,0,gaganāṅgana-,,
527,gaaṇa-,gáaṇa-,中空,57.143%,8,14,6,gagana-,,
528,gaavara-,gaávara-,優れた象,61.538%,8,13,5,gajavara-,,
529,gaa-,gáa-,ガヤ,100.000%,2,2,0,gáya-,,
530,gaa-,gáa-,行った,92.453%,49,53,4,gatá-,,
531,gaa-,gáa-,象,96.296%,26,27,1,gaja-,,
532,gaāsaṇa-,gaā́saṇa-,菩提樹,100.000%,2,2,0,gajāśana-,,
533,gaṅgā-,gáṅgā-,ガンジス川,66.667%,2,3,1,gáṅgā-,,
534,gajjanta-,gajjánta-,響きつつある,75.000%,3,4,1,garjant-,,
535,gajja-,gájja-,吠える,100.000%,3,3,0,garja-,,
536,gajjia-,gájjia-,吠えた,91.667%,11,12,1,garjita-,,
537,gañjollia-,gañjóllia-,毛が逆立つ,100.000%,7,7,0,,,
538,gaṇahara-,gaṇahára-,ガナダラ,75.000%,3,4,0,gaṇadhara-,,
539,gaṇa-,gaṇá-,数える,66.667%,2,3,0,gaṇaya-,,
540,gaṇa-,gáṇa-,群れ,100.000%,7,7,0,gaṇá-,,
541,gaṇāla-,gaṇā́la-,群れを持つ,100.000%,2,2,0,,,
542,gaṇiāri-,gaṇiā́ri-,タイワンウオクサギ,100.000%,3,3,0,gaṇikārī-,,
543,gaṇḍaala-,gaṇḍáala- / gaṇḍaalá-,頬,50.000%,1,2,,gaṇḍatala-,,
544,gaṇḍatthala-,gaṇḍátthala-,頬,100.000%,3,3,0,gaṇḍasthala-,,
545,gaṇḍa-,gáṇḍa-,サイ,100.000%,3,3,0,,,
546,gaṇḍa-,gáṇḍa-,頬、顎,66.667%,6,9,3,gaṇḍa-,,
547,gaṇṇa-,gáṇṇa-,計算,75.000%,3,4,1,gaṇana-,,
548,gatta-,gátta-,四肢、体,84.091%,37,44,7,gā́tra-,,
549,gandhahatthi-,gandhahátthi-,発情期の象,100.000%,2,2,0,gandhahastin-,,
550,gandhovaa-,gandhóvaa- / gandhováa-,香水,50.000%,1,2,,gandhodaka-,,
551,gabbha-,gábbha- / gabbhá-,母胎,50.000%,1,2,,gárbha-,,
552,gamaṇa-,gamáṇa-,行くこと,80.952%,17,21,1,gamana-,,
553,gameppiṇu,gaméppiṇu,行ってから,100.000%,3,3,0,,,
554,gampi,gampí,行ってから,100.000%,2,2,0,,,
555,gambhīrattaṇa-,gambhī́rattaṇa- / gambhīráttaṇa-,深さ,50.000%,1,2,,,,
556,gambhīra-,gambhī́ra-,深い,85.714%,6,7,1,gambhīrá-,,
557,gamma-,gámma-,行く,100.000%,3,3,0,,,
558,garuāra-,garuā́ra-,より重い,100.000%,2,2,0,gurutara-,,
559,garuḍaddhaa-,garuḍáddhaa-,ガルダを旗印とする,100.000%,2,2,0,garudadhvaja-,,
560,galagajjamāṇa-,galagajjamā́ṇa- / galagajjamāṇá-,吠えつつある,50.000%,1,2,,,,
561,galagajja-,galagájja-,吠える,100.000%,2,2,0,,,
562,galagajjia-,galagájjia-,響いた,100.000%,4,4,0,,,
563,galagajjivi,galagájjivi,吠えてから,66.667%,2,3,1,,,
564,gala-,gála- / galá-,落ちる,50.000%,1,2,,gala-,,
565,galia-,gália-,落ちた、滅亡した,100.000%,2,2,0,galita-,,
566,gavakkha-,gavakkhá-,丸窓,60.000%,3,5,0,gavākṣa-,,
567,gaviṭṭha-,gáviṭṭha- / gavíṭṭha-,求められた,50.000%,2,4,,gaveṣita-,,
568,gavesaṇa-,gavésaṇa- / gavesáṇa-,求めること,50.000%,1,2,,gavéṣaṇa-,,
569,gavesa-,gavésa-,求める,100.000%,6,6,0,gaveṣa-,,
570,gavesa-,gavésa-,求めること,100.000%,3,3,0,gaveṣa-,,
571,gavesia-,gávesia- / gavésia-,求められた,50.000%,1,2,,gaveṣita-,,
572,gavesivi,gavésivi / gavesívi,求めてから,50.000%,1,2,,,,
573,gavva-,gávva-,傲慢,100.000%,4,4,0,garva-,,
574,gahaṇa-,gaháṇa-,掴むこと,50.000%,5,10,1,gráhaṇa-,,
575,gahavai-,gahávai- / gahavái-,家長,50.000%,1,2,,gṛhápati-,,
576,gaha-,gáha-,グラハ（惑星）,80.000%,4,5,0,gráha-,,
577,gahia-,gáhia-,捕えられた,100.000%,10,10,0,gṛhītá-,,
578,gahira-,gahirá-,深い,66.667%,4,6,0,gabhīrá-,,
579,gahīra-,gahī́ra-,深い,100.000%,2,2,0,gabhīrá-,,
580,gāattī-,gāáttī-,ガーヤトリー,100.000%,2,2,0,gāyatrī́-,,
581,gāanta-,gā́anta-,歌いつつある,100.000%,2,2,0,,,
582,gāa-,gā́a-,誇り,66.667%,2,3,1,,,
583,gāmia-,gā́mia-,行かされた,100.000%,6,6,0,gamita-,,
584,gāmiṇī-,gāmíṇī-,行くような,66.667%,4,6,1,gāmin-,,
585,gāra-,gā́ra-,〜をなすような,93.750%,15,16,1,kāra-,,
586,gāriā-,gā́ria-,踊り子,100.000%,2,2,0,kārikā-,,
587,gāva-,gā́va-,驕り,100.000%,3,3,0,garva-,,
588,gāha-,gā́ha-,歌、讃歌,100.000%,9,9,0,gā́thā-,,
589,gijjanta-,gíjjanta- / gijjánta-,歌われつつある,50.000%,1,2,,,,
590,gira-,gíra-,言葉、歌,100.000%,8,8,0,girí-,,
591,girivara-,girivára-,最上の山,100.000%,4,4,0,girivara-,,
592,giri-,gíri-,山,100.000%,3,3,0,girí-,,
593,gilia-,gilía-,飲み込まれた,66.667%,2,3,0,gilita-,,
594,gillola-,gillóla-,こめかみ,100.000%,2,2,0,,,
595,givvāṇa-,givvā́ṇa-,神、天,100.000%,4,4,0,gīrvāṇa-,,
596,gīḍha-,gī́ḍha-,捕えられた,100.000%,4,4,0,gṛhītá-,,
597,gīva-,gī́va-,首,100.000%,2,2,0,grīva-,,
598,gujjha-,gújjha- / gujjhá-,秘密,50.000%,1,2,,gúhya-,,
599,guṇathāṇa-,guṇathā́ṇa-,美質の場所,100.000%,2,2,0,,,
600,guṇamālā-,guṇamā́lā-,グナマーラー,66.667%,2,3,0,,,
601,guṇavanta-,guṇavánta-,有徳の,75.000%,3,4,0,guṇavant-,,
602,guṇavvaa-,guṇavváa-,美質への戒律,100.000%,2,2,0,guṇavrata-,,
603,guṇa-,gúṇa-,徳、美質,90.909%,10,11,1,guṇa-,,
604,gutta-,gútta-,守られた,100.000%,2,2,0,guptá-,,
605,gutti-,gútti-,制限,100.000%,2,2,0,,,
606,guppanta-,gúppanta-,満ちている,100.000%,4,4,0,,,
607,gurukka-,gurúkka-,大きな,80.000%,4,5,1,,,
608,guru-,gúru-,師、重い,75.000%,3,4,1,gurú-,,
609,gulugulanta-,gulugulánta-,轟音を上げつつある,100.000%,2,2,0,,,
610,guha-,gúha-,洞窟,66.667%,2,3,1,gúhā-,,
611,gea-,géa-,歌,100.000%,5,5,0,gītá-,,
612,gejja-,gejjá-,首飾り,100.000%,2,2,0,graiveyaka-,,
613,geha,géha-,家,100.000%,5,5,0,gehá-,,
614,gaia-,gáia,行った,66.667%,2,3,1,,,
615,gainda-,gaínda-,象の王,75.000%,15,20,1,gajendra-,,
616,gaindārūḍha-,gaindārū́ḍha-,象の王に乗った,100.000%,2,2,0,,,
617,gai-,gái-,状態、歩行,100.000%,16,16,0,gáti-,,
618,goara-,goára-,範囲,66.667%,2,3,0,gocara-,,
619,gondala-,gondála-,ドラムの音,100.000%,4,4,0,gundala-,,
620,goroaṇā-,goróaṇā-,ゴーローチャナー,100.000%,2,2,0,,,
621,govinda-,govindá-,牛飼い,100.000%,2,2,0,govinda-,,
622,ghaṭṭha-,gháṭṭha-,擦られた,100.000%,2,2,0,ghṛṣṭa-,,
623,ghaḍa-,ghaḍá-,合わせる,66.667%,2,3,0,,,
624,ghaḍa-,gháḍa-,群れ、集団,100.000%,9,9,0,ghaṭā-,,
625,ghaḍia-,gháḍia-,作られた,100.000%,4,4,0,ghaṭita-,,
626,ghaṇavāhaṇa-,ghaṇavāháṇa-,雲を乗り物とする（インドラ）,100.000%,6,6,0,ghanavāhana-,,
627,ghaṇa-,gháṇa-,雲,86.667%,13,15,2,ghaná-,,
628,ghaṇṭā-,ghaṇṭā́-,鐘,66.667%,2,3,0,ghaṇṭā-,,
629,gharaṭṭa-,gháraṭṭa- / gharáṭṭa-,磨き石,50.000%,1,2,,gharaṭṭa-,,
630,ghara-,ghára-,家,100.000%,16,16,0,gṛhá-,,
631,ghariṇi-,gharíṇi-,主婦,57.143%,4,7,0,gṛhiṇī-,,
632,ghallia-,ghállia-,捨てられた,100.000%,5,5,0,,,
633,ghāaṇa-,ghā́aṇa- / ghāáṇa-,殺すこと,50.000%,1,2,,,,
634,ghāa-,ghā́a-,攻撃,100.000%,27,27,0,ghāta-,,
635,ghāia-,ghā́ia-,殺さされた,100.000%,16,16,0,ghātita-,,
636,ghitta-,ghítta-,投げられた,90.909%,10,11,1,kṣiptá-,,
637,ghuṭṭha-,ghúṭṭha-,鳴らされた,100.000%,3,3,0,guṣṭa-,,
638,ghora-,ghóra-,恐ろしい,100.000%,3,3,0,ghorá-,,
639,ghosaṇa-,ghosáṇa-,呼ぶこと,66.667%,2,3,0,ghoṣaṇa-,,
640,ghosa-,ghósa-,呼ぶ,100.000%,2,2,0,ghoṣa-,,
641,ghosia-,ghósia-,呼ばれた,100.000%,3,3,0,ghoṣita-,,
642,cakkala-,cakkála-,丸,100.000%,2,2,0,cakraka-,,
643,cakkavai-,cakkávai- / cakkavái-,転輪王,50.000%,1,2,,cakrapati-,,
644,cakkahara-,cakkahára-,輪をもつ,100.000%,4,4,0,cakradhara-,,
645,cakka-,cákka-,輪,90.000%,9,10,1,cakrá-,,
646,cakkesara-,cakkesára-,転輪王,85.714%,6,7,1,cakreśvara-,,
647,caṅga-,cáṅga-,美しい,100.000%,3,3,0,caṅga-,,
648,caccara-,caccára-,十字路,100.000%,3,3,0,catvara-,,
649,caccia-,cáccia- / caccía-,議論された,50.000%,2,4,,carcita-,,
650,cañcala-,cañcála-,フリル、チャンチャラ,100.000%,7,7,0,cañcala-,,
651,caḍanta-,caḍánta- / caḍantá-,上がりつつある,40.000%,2,5,,,,
652,caḍa-,cáḍa-,上がる,100.000%,5,5,0,,,
653,caḍāva-,caḍā́va-,登らせる,80.000%,4,5,1,,,
654,caḍāvia-,caḍā́via-,登らされた,75.000%,3,4,1,,,
655,caḍāvivi,caḍā́vivi,上がらせてから,100.000%,2,2,0,,,
656,caḍia-,cáḍia-,乗った,83.333%,15,18,3,,,
657,caḍeppiṇu,caḍéppiṇu,登ってから,100.000%,3,3,0,,,
658,caḍevi,caḍévi,上がってから,60.000%,3,5,1,,,
659,caḍḍia-,caḍḍía-,上がった,100.000%,3,3,0,,,
660,caṇḍa-,cáṇḍa-,強い,80.000%,8,10,2,cáṇḍa-,,
661,catta-,cátta-,捨てられた,100.000%,8,8,0,tyaktá-,,
662,candaṇa-,candáṇa-,サンダル,54.545%,6,11,0,candana-,,
663,candarāsi-,candarāsí-,チャンドララーシ,100.000%,3,3,0,,,
664,candahāsaa-,cándahāsaa-,チャンドラハーサ,100.000%,2,2,0,candrahāsa-,,
665,candahāsa-,candahā́sa-,チャンドラハーサ（ラーヴァナの剣）,75.000%,6,8,1,candrahāsa-,,
666,canda-,candá-,月,58.333%,7,12,0,candrá-,,
667,candāaṇa-,candā́aṇa- / candāáṇa-,チャンドラーヤナ（戒律）,50.000%,1,2,,,,
668,candia-,cándia-,輝いた,100.000%,2,2,0,,,
669,candujjaa-,candújjaa-,チャンドロージャヤ（蓮の品種）,100.000%,2,2,0,candrojaya-,,
670,cappa-,cáppa-,攻撃する,100.000%,3,3,0,,,
671,cappa-,cáppa- / cappá-,攻撃,50.000%,1,2,,,,
672,cappia-,cáppia-,攻撃された,100.000%,2,2,0,,,
673,camara-,cámara- / camára-,ヤク,40.000%,2,5,,camara-,,
674,caraṇa-,cáraṇa-,足、乞食,100.000%,5,5,0,cáraṇa-,,
675,caria-,cária-,振る舞い,100.000%,5,5,0,carítra-,,
676,caritta-,carítta- / carittá-,足、振る舞い,50.000%,1,2,,carítra-,,
677,calaṇa-,cálaṇa-,足,50.000%,6,12,6,calana-,,
678,cala-,cála-,動き回る、風,100.000%,3,3,0,cala-,,
679,calia-,cália-,動き回った,80.000%,8,10,2,calita-,,
680,cavanta-,cavantá-,言いつつある,60.000%,3,5,0,,,
681,cavala-,cavála-,揺れ動くこと,66.667%,2,3,0,capala-,,
682,cava-,cavá-,言う,69.231%,9,13,1,,,
683,cavia-,cávia- / cavía-,言われた,50.000%,1,2,,,,
684,caveppiṇu,cavéppiṇu,言ってから,75.000%,3,4,1,,,
685,cāa-,cā́a-,捨てること,100.000%,4,4,0,tyāgá-,,
686,cāmara-,cāmára-,ハエよけ,77.778%,7,9,0,cāmara-,,
