番号,Ap. 語形,Ap. アクセント,意味,脚韻開始一致率,内訳,全体,逸脱,Ved. のアクセント,,
2521,sajjaṇa-,sajjáṇa-,善人,83.333%,5,6,0,sajjana-,,
2522,sajja-,sájja-,準備する,100.000%,2,2,0,,,
2523,sajja-,sájja-,準備,60.000%,3,5,2,sajja-,,
2524,sajjia-,sájjia-,準備された,100.000%,2,2,0,sajjita-,,
2525,sañca-,sáñca-,集まり,100.000%,2,2,0,saṃcaya-,,
2526,sañjua-,sáñjua-,繋げられた,100.000%,2,2,0,sáṃyukta-,,
2527,sañjutta-,sañjútta- / sañjuttá-,繋げられた,50.000%,1,2,,sáṃyukta-,,
2528,saṇāha-,saṇā́ha-,主人をもつ,93.333%,14,15,0,sanātha-,,
2529,saṇicchara-,saṇicchára-,土星,100.000%,8,8,0,śanaiścara-,,
2530,saṇehavanta-,saṇehavánta-,渇愛をもつ,100.000%,2,2,0,snehavant-,,
2531,saṇeha-,saṇéha-,愛,100.000%,5,5,0,sneha-,,
2532,saṇehia-,sáṇehia- / saṇéhia- / saṇehía-,渇愛された,33.333%,1,3,,,,
2533,saṇḍa-,saṇḍá-,集団,80.000%,4,5,1,ṣaṇḍa-,,
2534,saṇḍha-,saṇḍhá-,中性的な,100.000%,4,4,0,ṣaṇḍha-,,
2535,saṇṇajjha-,saṇṇajjhá-,戦の準備をする,66.667%,2,3,0,saṃnahya-,,
2536,saṇṇaddha-,saṇṇáddha- / saṇṇaddhá-,準備できた,50.000%,2,4,,,,
2537,saṇṇahevi,saṇṇahévi,準備してから,100.000%,2,2,0,,,
2538,saṇṇiha-,saṇṇihá-,同じような,75.000%,3,4,0,saṃnibha-,,
2539,satta-,sátta-,七,100.000%,2,2,0,sapta-,,
2540,satta-,sátta-,力,100.000%,3,3,0,śakta-,,
2541,satta-,sátta-,実在,100.000%,2,2,0,sattvá-,,
2542,satti-,sátti-,力,75.000%,9,12,3,śákti- / śaktí-,,
2543,sattudamaṇa-,sattudamáṇa-,敵を征服すること,100.000%,2,2,0,śatrudamana-,,
2544,sattuhaṇa-,sattuháṇa-,シャトルグナ,50.000%,4,8,0,śatrughna-,,
2545,sattu-,sattú-,敵,57.143%,4,7,0,śátru-,,
2546,sattha-,sáttha-,教え,100.000%,3,3,0,śāstrá-,,
2547,sattha-,sáttha-,一群,70.000%,7,10,3,sārtha-,,
2548,sadda-,sádda-,語,54.545%,12,22,10,śábda-,,
2549,santa-,sánta-,鎮められた,100.000%,2,2,0,śāntá-,,
2550,santāvaṇa-,santā́vaṇa-,責め苛むこと,85.714%,18,21,3,saṃtāpana-,,
2551,sandana,sándana-,戦車,72.222%,26,36,10,syandaná-,,
2552,sandoha-,sandóha-,一団,100.000%,2,2,0,sandoha-,,
2553,sandha-,sándha-,統一する,100.000%,4,4,0,,,
2554,sandhi-,sandhí-,連結、同盟,100.000%,2,2,0,saṃdhí-,,
2555,sappa-,sáppa-,蛇,100.000%,2,2,0,sarpá-,,
2556,sappurisa-,sáppurisa- / sappurísa-,人間（家臣）と共なる,50.000%,1,2,,sapuruṣa-,,
2557,samagga-,samágga-,全て,66.667%,2,3,0,sámagra-,,
2558,samacchara-,samacchára-,怒り,100.000%,2,2,0,,,
2559,samatta-,samátta-,終わった、殺された,85.714%,6,7,1,samāpta-,,
2560,samattha-,samáttha-,能力がある,10.000%,4,40,0,samartha-,,
2561,samanta-,samánta-,隣人,100.000%,7,7,0,sámanta-,,
2562,samappa-,samáppa- / samáppa-,完全に得る、到達する,50.000%,2,4,,,,
2563,samappia-,samáppia-,与えられた、置かれた,60.000%,3,5,2,samarpita-,,
2564,samaraṅgaṇa-,samaraṅgáṇa- / samaráṅgaṇa-,戦場,50.000%,4,8,,samaraṅgana-,,
2565,samara-,samára-,戦い,100.000%,5,5,0,samará-,,
2566,samaladdha-,samaláddha-,取られた,100.000%,2,2,0,,,
2567,samallia-,samállia- / samallía-,住んだ,50.000%,2,4,,samāśrita-,,
2568,samāgaa-,samāgáa-,集まった,100.000%,4,4,0,samāgata-,,
2569,samāṇa-,samā́ṇa-,楽しむ,100.000%,3,3,0,,,
2570,samāṇa-,samā́ṇa- / samāṇá-,考えある,50.000%,1,2,,samāna-,,
2571,samāṇa-,samā́ṇa-,同じような,67.742%,21,31,0,samāná-,,
2572,samāṇia-,samāṇia-,得られた,100.000%,3,3,0,,,
2573,samāṇu,samā́ṇu,〜と共に,57.143%,8,14,0,samám,,
2574,samāra-,samā́ra-,〜にする,100.000%,5,5,0,,,
2575,samāria-,samā́ria-,置かれた,66.667%,2,3,1,,,
2576,samāvaḍia-,samāváḍia-,やってきた,58.333%,7,12,5,samāpatita-,,
2577,samāhaa-,samā́haa- / samāháa-,打たれた,50.000%,1,2,,samāhata-,,
2578,samiccha-,sámiccha- / samíccha- / samicchá-,望む,33.333%,2,6,,,,
2579,samicchia-,samícchia-,よく見られた,100.000%,3,3,0,samīkṣita-,,
2580,samiddha-,samiddhá-,完成された、富んだ,53.846%,7,13,6,sámṛddha-,,
2581,samuggaa-,samúggaa- / samuggáa-,現れた,50.000%,1,2,,samudgata-,,
2582,samuccaa-,samuccáa-,集団,100.000%,2,2,0,samuccaya-,,
2583,samuccalia-,samuccália-,行ってしまった,83.333%,5,6,1,,,
2584,samujjala-,samujjála-,非常に輝く,100.000%,7,7,0,samujjvala-,,
2585,samuṭṭhia-,samuṭṭhía-,立っている,93.750%,15,16,1,samutthita-,,
2586,samudda-,samúdda-,海,56.522%,13,23,10,samudrá-,,
2587,samuvvaha-,samuvváha-,持ち上げる,66.667%,2,3,1,samudvaha-,,
2588,samuha-,sámuha-,前の,100.000%,2,2,0,sammukha-,,
2589,samūha-,samū́ha-,集団、量,100.000%,6,6,0,samūhá-,,
2590,samosaraṇa-,samosaráṇa-,解脱の方法,100.000%,2,2,0,samutsāraṇa-,,
2591,sampaa-,sampáa-,成功,66.667%,2,3,1,sampád-,,
2592,sampaṇṇa-,sampáṇṇa-,具した,100.000%,2,2,0,sampanna-,,
2593,sampāia-,sampā́ia-,来た,100.000%,14,14,0,,,
2594,sampuṇṇa-,sampuṇṇá-,満ちた、全ての,100.000%,2,2,0,sampūrṇa-,,
2595,sambhara-,sambhára- / sambhará-,集める,50.000%,1,2,,sambhara-,,
2596,sambharivi,sambhárivi,集めてから,100.000%,2,2,0,,,
2597,sambharevi,sambharévi,集めてから,66.667%,4,6,0,,,
2598,sammajjaṇa-,sammajjáṇa-,綺麗にすること,50.000%,2,4,0,,,
2599,sammatta-,sammatá-,知恵,100.000%,2,2,0,sammata-,,
2600,sammuha-,sammúha-,直面した,50.000%,2,4,1,sammukha-,,
2601,samvara-,samvára-,旅支度,100.000%,6,6,0,śambala-,,
2602,saraṇa-,sáraṇa-,庇護、庇護所,77.778%,7,9,2,śaraṇá-,,
2603,saranta-,saránta-,覚えつつある,100.000%,2,2,0,smárant-,,
2604,sarala-,sárala- / sarála-,ヒマラヤマツ,50.000%,1,2,,sarala-,,
2605,saravara-,saravára-,湖,92.857%,13,14,1,sarovara-,,
2606,sarassai-,sarássai-,サラスヴァティー,100.000%,2,2,0,sárasvatī-,,
2607,sara-,sára-,矢,88.889%,16,18,2,śará-,,
2608,sara-,sára-,池,100.000%,3,3,0,sará-,,
2609,sara-,sára-,声,100.000%,16,16,0,svára- / svará-,,
2610,sarāsaṇa-,sarā́saṇa-,弓,60.000%,3,5,2,śarāsana-,,
2611,sarivi,sárivi / sarívi,覚えてから,50.000%,1,2,,,,
2612,sarisa-,sárisa-,そのような,83.333%,10,12,2,sadṛ́śa-,,
2613,sarīra-,sarī́ra-,体,100.000%,24,24,0,śárīra-,,
2614,sarī-,sárī-,川,100.000%,4,4,0,sarít-,,
2615,saroruha-,sarorúha-,蓮,100.000%,4,4,0,saroruha-,,
2616,salla-,sálla-,槍，矢、苦しみ,100.000%,5,5,0,śalya-,,
2617,sallia-,sállia-,射られた,75.000%,3,4,1,,,
2618,savaḍammuha-,savaḍámmuha- / savaḍammúha-,面前の,50.000%,2,4,,,,
2619,savvaṅgi-,savvaṅgí-,全身を持つ,66.667%,2,3,0,,,
2620,savvala-,savvála-,槍,66.667%,2,3,1,,,
2621,savva-,sávva-,全ての,100.000%,10,10,0,sárva-,,
2622,savvāāma-,savvāā́ma-,あらゆる力,100.000%,2,2,0,,,
2623,sasahara-,sasahára-,月,100.000%,8,8,0,śaśadhara-,,
2624,sasi-,sási-,月,100.000%,2,2,0,śaśin-,,
2625,sahaṇa-,sáhaṇa-,力強い,100.000%,3,3,0,sahana-,,
2626,sahanta-,sáhanta- / sahánta-,耐えつつある、勝ちつつある,50.000%,1,2,,sáhant-,,
2627,sahasakiraṇa-,sahasakiráṇa-,サハスラキラナ,100.000%,2,2,0,sahasrakiraṇa-,,
2628,sahasakkha,sahasákkha-,千の目をもつ,100.000%,7,7,0,sahasrākṣá-,,
2629,sahasavatta-,sahasavátta-,千をもつ,100.000%,2,2,0,sahasrávant-,,
2630,sahasāraha-,sahásāraha-,千の戦車を持つ,100.000%,3,3,0,,,
2631,saha-,sáha-,耐える者,100.000%,2,2,0,sahá-,,
2632,sahāa-,sahā́a-,同行者,93.548%,29,31,0,sahāya-,,
2633,sahāa-,sahā́a-,性質,100.000%,5,5,0,svabhāva-,,
2634,sahāva-,sahā́va-,性質,100.000%,10,10,0,svabhāva-,,
2635,sahāsa-,sahā́sa-,千,80.000%,24,30,6,sahásra-,,
2636,sahia-,sáhia-,伴った,96.296%,26,27,1,sahita-,,
2637,sahoara-,sahoára-,同母兄弟,70.000%,7,10,1,sahodara-,,
2638,saṃkaḍilla-,saṃkáḍilla- / saṃkaḍílla-,穴のない,50.000%,1,2,,,,
2639,saṃkhohia-,saṃkhóhia-,動揺した,100.000%,2,2,0,saṃkṣobhita-,,
2640,saṃgama-,saṃgáma-,会合、集会,80.000%,4,5,0,saṃgamá-,,
2641,saṃghaḍa-,saṃgháḍa-,集団,100.000%,3,3,0,saṃghaṭa-,,
2642,saṃghāa-,saṃghā́a-,戦闘、殺害,100.000%,8,8,0,saṃghātá-,,
2643,saṃghāra-,saṃghā́ra-,まとめる,100.000%,2,2,0,saṃhara-,,
2644,saṃcaraṇa-,saṃcáraṇa- / saṃcaráṇa-,動き回ること,50.000%,1,2,,saṃcáraṇa-,,
2645,saṃcara-,saṃcára-,動き回る,80.000%,4,5,1,saṃcara-,,
2646,saṃcaria-,saṃcária-,動き回った,66.667%,2,3,1,,,
2647,saṃcalla-,saṃcálla- / saṃcallá-,動き回る,50.000%,1,2,,,,
2648,saṃcallia-,saṃcállia-,行った,55.556%,5,9,4,,,
2649,saṃcāra-,saṃcā́ra-,動き回ること,100.000%,2,2,0,saṃcāra-,,
2650,saṃcāla-,saṃcā́la-,動かす,100.000%,2,2,0,saṃcālaya-,,
2651,saṃcālia-,saṃcā́lia-,動揺させられた、追放された,100.000%,7,7,0,,,
2652,saṃcūra-,saṃcū́ra-,粉々にする,100.000%,2,2,0,,,
2653,saṃcūria-,saṃcū́ria-,粉砕された,100.000%,2,2,0,,,
2654,saṃchaṇṇa-,saṃcháṇṇa-,覆われた,100.000%,5,5,0,,,
2655,saṃjutta-,saṃjútta-,繋げられた,100.000%,7,7,0,sáṃyukta-,,
2656,saṃtāvia-,saṃtā́via-,責め苛まれた,100.000%,5,5,0,santāpita-,,
2657,saṃtāsaṇa-,saṃtā́saṇa- / saṃtāsáṇa-,恐れさせること,50.000%,1,2,,,,
2658,saṃthava-,saṃtháva-,起き上がらせる,100.000%,3,3,0,,,
2659,saṃthavia-,saṃthávia- / saṃthavía-,立てられた,50.000%,2,4,,saṃsthāpita-,,
2660,saṃdarisaṇa-,saṃdarisáṇa- / saṃdarisaṇá-,見ること,50.000%,1,2,,saṃdarśana-,,
2661,saṃdīvia-,saṃdī́via-,明かりをつけられた,100.000%,3,3,0,saṃdīpita-,,
2662,saṃdeha-,sáṃdeha- / saṃdéha-,疑い,50.000%,1,2,,saṃdehá-,,
2663,saṃpaṇṇa-,saṃpáṇṇa-,具している、富んでいる,92.308%,12,13,1,sampanna-,,
2664,saṃpatta-,saṃpattá-,得た、到達した,63.636%,7,11,0,samprāpta-,,
2665,saṃbhava-,saṃbháva- / saṃbhavá-,生じる,50.000%,4,8,,sambhava-,,
2666,saṃbhāsaṇa-,saṃbhāsáṇa-,会話,75.000%,3,4,0,sambhāṣaṇa-,,
2667,saṃbhūa-,saṃbhū́a-,生起した,60.000%,3,5,2,sambhūta-,,
2668,saṃvacchara-,saṃvacchára-,一年,100.000%,2,2,0,saṃvatsará-,,
2669,saṃsāra-,saṃsā́ra-,世界,100.000%,5,5,0,saṃsāra-,,
2670,sāara-,sāára-,海,55.000%,11,20,0,sāgara-,,
2671,sāia-,sā́ia-,甘くされた,100.000%,2,2,0,svādita-,,
2672,sāu,sā́u,完全に,100.000%,3,3,0,sárvam,,
2673,sāḍaṇa-,sā́ḍaṇa-,切り落とすこと,100.000%,2,2,0,,,
2674,sāḍia-,sā́ḍia-,切り落とされた,100.000%,3,3,0,śātita-,,
2675,sāṇanda-,sāṇandá-,喜びある,66.667%,2,3,0,sānanda-,,
2676,sāṇurāa-,sāṇurā́a-,愛情ある,100.000%,3,3,0,sānurāga-,,
2677,sāma-,sā́ma-,似ている,100.000%,2,2,0,sāma-,,
2678,sāmia-,sā́mia- / sāmía-,主,50.000%,1,2,,svāmin-,,
2679,sāmiṇī-,sāmíṇī-,貴婦人,66.667%,2,3,0,svāminī-,,
2680,sāmisāla-,sāmisā́la-,最上の主,87.500%,7,8,0,,,
2681,sāmi-,sā́mi-,主人,87.500%,7,8,1,svāmin-,,
2682,sāraṇa-,sā́raṇa- / sāráṇa-,サーラナ,50.000%,3,6,,sāraṇa-,,
2683,sāravindu-,sā́ravindu- / sārávindu-,水滴,50.000%,1,2,,,,
2684,sārahi-,sā́rahi-,戦車の御者,66.667%,2,3,1,sā́rathi-,,
2685,sāra-,sā́ra-,手配する,100.000%,4,4,0,sāraya-,,
2686,sāra-,sā́ra-,優れた,100.000%,23,23,0,sā́ra-,,
2687,sāra-,sā́ra-,精髄,100.000%,2,2,0,sā́ra-,,
2688,sāriccha-,sāricchá-,そのような,100.000%,2,2,0,sādṛśa-,,
2689,sāla-,sā́la-,義理の兄弟,100.000%,2,2,0,syālá-,,
2690,sāvaa-,sā́vaa-,在家信者,100.000%,2,2,0,śrāvaka-,,
2691,sāvaa-,sā́vaa-,野生動物,75.000%,3,4,1,svāpada-,,
2692,sāvaleva-,sāvaléva-,誇り高い,75.000%,3,4,1,,,
2693,sāva-,sā́va-,全て,100.000%,3,3,0,sárva-,,
2694,sāsaṇa-,sā́saṇa- / sāsáṇa-,命令,50.000%,7,14,,śā́sana-,,
2695,sāhaṇa-,sā́haṇa-,方略,58.974%,23,39,16,sā́dhana-,,
2696,sāharaṇa-,sāharáṇa-,積荷をもつ,100.000%,2,2,0,,,
2697,sāhasa-,sāhása-,精神、力,100.000%,6,6,0,sāhasa-,,
2698,sāha-,sā́ha-,成就する,100.000%,3,3,0,sādhaya-,,
2699,sāhāraṇa-,sāhā́raṇa- / sāhāráṇa-,共通の,50.000%,1,2,,sā́dhāraṇa-,,
2700,sāhāra-,sāhā́ra-,マンゴーの木,100.000%,3,3,0,sahakāra-,,
2701,sāhāria-,sāhā́ria-,よく保たれた,100.000%,2,2,0,saṃdhārita-,,
2702,sāhia-,sā́hia-,成功した,100.000%,4,4,0,sādhita-,,
2703,sāhimāṇa-,sāhimā́ṇa-,驕りを持った,100.000%,2,2,0,sābhimāna-,,
2704,sāhukkāria-,sāhukkā́ria-,感謝された,100.000%,3,3,0,sādhukārita-,,
2705,sāhu-,sā́hu-,正しい、ジャイナ僧,100.000%,6,6,0,sādhú-,,
2706,sia-,sía-,輝き,100.000%,10,10,0,sita-,,
2707,sia-,sía-,シュリー,100.000%,3,3,0,,,
2708,sikkhāvaa-,sikkhāváa-,シクシャーヴラタ（聖戒）,80.000%,4,5,0,*śikṣāvrata-,,
2709,sikkhia-,síkkhia-,教えられた,100.000%,2,2,0,śikṣita-,,
2710,siggha-,síggha-,急な,100.000%,2,2,0,śīghra-,,
2711,siñcanta-,siñcánta-,浸かりつつある,100.000%,2,2,0,siñcánt-,,
2712,sitta-,sítta-,浸けられた,80.000%,4,5,1,siktá-,,
2713,siddhattaṇa-,siddháttaṇa-,成就,66.667%,2,3,1,,,
2714,siddha-,siddha-,成功した,57.143%,4,7,3,siddha-,,
2715,siddhi-,síddhi,成功、成就,57.143%,4,7,3,siddhi-,,
2716,simira-,símira- / simirá-,幕府,50.000%,1,2,,śibira-,,
2717,sira-,síra-,頭,82.143%,23,28,5,śíras-,,
2718,sirikantāṇuddharī-,sirikantāṇuddhárī-,シュリーカンターとアヌッダリー,100.000%,2,2,0,,,
2719,sirikhaṇḍa-,sirikháṇḍa-,サンダルウッド,66.667%,2,3,1,śrīkhaṇḍa-,,
2720,sirimāla-,sirimā́la-,シュリーマーラ,100.000%,2,2,0,śrīmāla-,,
2721,sirihara-,sirihára-,屋根,100.000%,2,2,0,,,
2722,silāala-,silāála-,石の表面,100.000%,2,2,0,śilātala-,,
2723,silā-,sílā-,石,100.000%,7,7,0,śilā́-,,
2724,silīmuha-,silīmúha-,シリームカ（ラーヴァナの剣）,100.000%,2,2,0,śilīmukha-,,
2725,siva-,síva-,幸運な,100.000%,2,2,0,śivá-,,
2726,sihara-,sihára-,山頂,81.818%,9,11,1,śikhara-,,
2727,sihi-,síhi-,孔雀,100.000%,2,2,0,śikhin-,,
2728,siṃhāsaṇa-,siṃhā́saṇa-,王座,60.000%,3,5,2,siṃhāsana-,,
2729,sīara-,sīára-,霧雨,100.000%,2,2,0,śīkara-,,
2730,sīala-,sīála-,寒い,100.000%,6,6,0,śītala-,,
2731,sīālaa-,sīā́laa-,冬,100.000%,3,3,0,śītakāla-,,
2732,sīā-,sī́ā-,シーター,92.308%,12,13,1,sītā-,,
2733,sīrāuha-,sīrāúha-,鋤を武器とする者（バララーマ）,100.000%,2,2,0,sīrāyudha-,,
2734,sīla-,sī́la-,善行,91.667%,11,12,1,śī́la-,,
2735,sīlāharaṇa-,sīlāháraṇa- / sīlāharaṇá-,善行に彩られた,50.000%,1,2,,,,
2736,sīsa-,sī́sa-,言う,100.000%,3,3,0,,,
2737,sīsa-,sī́sa-,頭,100.000%,3,3,0,śīrṣá-,,
2738,sīhaddhaa-,sīháddhaa- / sīhaddháa-,シンハッドヴァジャ,50.000%,1,2,,siṃhadhvaja-,,
2739,sīha-,sī́ha-,獅子,84.615%,11,13,2,siṃhá-,,
2740,sīhāsaṇattha-,sīhāsaṇáttha-,王位の目的,100.000%,2,2,0,,,
2741,sīhāsaṇa-,sīhā́saṇa-,王位,66.667%,2,3,1,siṃhāsana-,,
2742,sīhoara-,sīhóara- / sīhoára-,シンホーダラ,50.000%,1,2,,,,
2743,suandha-,suándha- / suandhá-,良い香りの,50.000%,2,4,,sugandha-,,
2744,suarisaṇa-,suarisáṇa-,良く見える,100.000%,3,3,0,sudarśaná-,,
2745,suasāraṇa-,suasāráṇa-,シュカとサーラナ,100.000%,2,2,0,,,
2746,sua-,súa-,息子,96.296%,26,27,1,suta-,,
2747,sua-,súa-,聞かれた,90.000%,9,10,1,śrutá-,,
2748,suā-,súā-,娘,100.000%,11,11,0,sutā-,,
2749,sukumāra-,sukumā́ra-,繊細な,100.000%,2,2,0,sukumāra-,,
2750,sukkha-,súkkha- / sukkhá-,喜び,50.000%,1,2,,sukhá-,,
2751,suggīvaṅgaṅgaa-,suggīvaṅgaṅgáa-,スグリーヴァ、アンガ、アンガダ,75.000%,3,4,0,*sugrīvāṅgāṅgada-,,
2752,suggīva-,suggī́va-,スグリーヴァ,100.000%,11,11,0,sugrīva-,,
2753,sughosa-,sughósa-,良い声を持つ,100.000%,3,3,0,sughoṣa-,,
2754,suṭṭhu-,súṭṭhu-,美しい,100.000%,3,3,0,suṣṭhú,,
2755,suṇijja-,suṇíjja- / suṇijjá-,聞かれる,50.000%,1,2,,,,
2756,suṇeppiṇu,suṇéppiṇu,聞いて,100.000%,3,3,0,,,
2757,suṇevi,súṇevi / suṇévi,聞いてから,50.000%,1,2,,,,
2758,suṇḍa-,suṇḍá-,象の鼻,66.667%,2,3,0,śuṇḍa-,,
2759,suṇṇāsaṇa-,suṇṇā́saṇa- / suṇṇāsáṇa-,空の座,50.000%,1,2,,,,
2760,sutta-,sútta-,眠った,100.000%,5,5,0,suptá-,,
2761,suddhamai-,suddhamái-,清い心を持つ,100.000%,3,3,0,śuddhamati-,,
2762,suddha-,suddhá-,清められた,100.000%,2,2,0,śuddhá-,,
2763,suddhi-,súddhi-,浄化,100.000%,2,2,0,śúddhi-,,
2764,sundara-,sundára-,美しい,92.857%,39,42,2,sundara-,,
2765,sundaria-,sundária-,美しい,100.000%,2,2,0,,,
2766,supurisa-,súpurisa- / supurisá-,良い家臣を持つ,50.000%,1,2,,supuruṣa-,,
2767,suppavaha-,suppaváha-,美しい形の,100.000%,2,2,0,,,
2768,suppahā-,suppahā́-,スプラバー,62.500%,5,8,0,suprabhā-,,
2769,sumaṇohara-,sumaṇohára-,とても美しい,100.000%,2,2,0,sumanohara-,,
2770,sumaranta-,sumaránta-,覚えつつある,100.000%,4,4,0,smárant-,,
2771,sumareppiṇu,sumáreppiṇu / sumaréppiṇu,覚えてから,50.000%,1,2,,,,
2772,sumittā-,sumíttā-,スミトラー,100.000%,3,3,0,sumitrā́-,,
2773,suravara-,suravára-,最上の神（インドラ）,77.778%,14,18,0,suravara-,,
2774,suravai-,suravái-,神の王（インドラ）,66.667%,2,3,0,surapati-,,
2775,surahia-,suráhia- / surahía-,良い香りの,50.000%,1,2,,surabhita-,,
2776,sura-,súra-,神,77.778%,7,9,2,sura-,,
2777,surinda-,surínda- / surindá-,神々の主（インドラ）,50.000%,3,6,,surendra-,,
2778,suloaṇa-,sulóaṇa- / suloaṇá-,良い目を持つ,50.000%,1,2,,sulocana-,,
2779,suvaṇṇamaa-,suváṇṇamaa- / suvaṇṇamáa-,黄金でできた,50.000%,1,2,,suvarṇamaya-,,
2780,suvaṇṇa-,suváṇṇa-,黄金,100.000%,3,3,0,suvárṇa-,,
2781,suvisāla-,suvisā́la-,非常に大きな,100.000%,2,2,0,,,
2782,suvva-,súvva-,聞く,100.000%,2,2,0,,,
2783,suseṇa-,suséṇa-,良い軍勢を持つ,100.000%,2,2,0,suṣéṇa-,,
2784,susohia-,susóhia- / susohía-,よく輝いた,50.000%,1,2,,suśobhita-,,
2785,suhaṅkara-,suhaṅkára-,幸せをなす,81.818%,9,11,0,śubhaṃkara-,,
2786,suhala-,suhála- / suhalá-,良い実りをもつ,50.000%,1,2,,suphála- / suphalá-,,
2787,suha-,súha-,喜び,100.000%,4,4,0,sukhá-,,
2788,suhāvaṇa-,suhā́vaṇa- / suhāváṇa-,喜びを生み出す,40.000%,2,5,,sukhāyana-,,
2789,suhāvaha-,suhāváha-,喜びをもたらす,100.000%,2,2,0,sukhāvaha-,,
2790,suhāva-,suhā́va-,喜びをもたらす,100.000%,2,2,0,,,
2791,suhāsia-,suhā́sia-,よく語られた,100.000%,2,2,0,subhāṣita-,,
2792,sūara-,sūára-,猪,66.667%,2,3,0,śūkara-,,
2793,sūraraa-,sūraráa-,スーリヤラヴァ,100.000%,4,4,0,sūrtarava-,,
2794,sūrahāsa-,sūrahā́sa-,スーリヤハーサ（剣）,100.000%,5,5,0,,,
2795,sūra-,sū́ra-,戦士,80.000%,4,5,1,śū́ra-,,
2796,sūra-,sū́ra-,太陽,100.000%,9,9,0,sū́rya-,,
2797,sūla-,sū́la-,槍,100.000%,4,4,0,śū́la-,,
2798,sūhaa-,sū́haa-,幸運な,100.000%,3,3,0,subhaga-,,
2799,sejja-,séjja- / sejjá-,寝床,50.000%,2,4,,śayyā-,,
2800,seṇṇa-,seṇṇá-,軍隊,100.000%,19,19,0,sainya-,,
2801,seva-,séva-,仕えられるべき,100.000%,2,2,0,sevya-,,
2802,seva-,séva-,仕える者,100.000%,13,13,0,,,
2803,sevia-,sévia-,住んでいた,100.000%,2,2,0,sevita-,,
2804,sesa-,sésa-,残りの,100.000%,5,5,0,śeṣa-,,
2805,sehara-,sehára-,頂,100.000%,6,6,0,śekhara-,,
2806,saittaṇa-,saittáṇa-,自分のものであること,66.667%,2,3,1,svatva-,,
2807,sai-,sái-,シャチー,100.000%,2,2,0,śácī-,,
2808,soabbhaia-,soabbháia-,とても悲しんでいる,100.000%,2,2,0,,,
2809,soa-,soá-,憂う,100.000%,2,2,0,śoca-,,
2810,soa-,sóa-,憂い,100.000%,4,4,0,śóka-,,
2811,sokkha-,sókkha-,楽しみ,77.778%,7,9,2,saukhya-,,
2812,soṇiāruṇa-,soṇiā́ruṇa-,赤く染まった,100.000%,2,2,0,,,
2813,soṇḍa-,soṇḍá-,酒に酔った、酒飲みの,100.000%,4,4,0,śauṇḍa-,,
2814,soṇḍīra-,soṇḍī́ra-,傲慢な,100.000%,2,2,0,śauṇḍīra-,,
2815,sotta-,sótta-,流れ,100.000%,2,2,0,srótas-,,
2816,soma-,sóma-,月,66.667%,2,3,1,sóma-,,
2817,somāla-,somā́la-,繊細な,100.000%,2,2,0,sukumāra-,,
2818,solahama-,solahamá-,十六,100.000%,2,2,0,ṣóḍaśan-,,
2819,sova-,sóva- / sová-,眠る,50.000%,1,2,,,,
2820,sovāṇa-,sovā́ṇa- / sovāṇá-,階段,50.000%,1,2,,sopāna-,,
2821,sosa-,sósa-,乾かす,66.667%,2,3,1,,,
2822,sohagga-,sohágga-,幸福,50.000%,2,4,1,saúbhāgya-,,
2823,sohamāṇa-,sohámāṇa- / sohamā́ṇa-,輝きつつある,50.000%,1,2,,śóbhamāna-,,
2824,soha-,sóha-,輝く,100.000%,2,2,0,śóbha-,,
2825,soha-,sóha-,輝き,100.000%,10,10,0,śobhā́-,,
2826,sohilla-,sohílla-,輝かしい,100.000%,5,5,0,,,
2827,haavara-,haavára-,最上の馬,50.000%,3,6,0,hayavara-,,
2828,haa-,háa-,馬,100.000%,10,10,0,háya-,,
2829,haa-,háa-,殺された,72.727%,8,11,3,hatá-,,
2830,haāsa-,haā́sa-,絶望している,100.000%,3,3,0,hatāśa-,,
2831,hakkāra-,hakkā́ra-,呼びかける,100.000%,2,2,0,,,
2832,hakkāra-,hakkā́ra-,呼びかけ,100.000%,3,3,0,,,
2833,hakkāria-,hakkā́ria-,呼ばれた,100.000%,13,13,0,ākārita-,,
2834,haḍa-,háḍa-,集団,100.000%,5,5,0,,,
2835,haṇa-,háṇa-,殺す,100.000%,3,3,0,,,
2836,haṇuvanta-,haṇuvánta-,ハヌマト,88.235%,15,17,2,hanumant-,,
2837,haṇuva-,háṇuva-,ハヌマト,100.000%,2,2,0,hanumant-,,
2838,hatti-,hátti- / hattí-,信愛,50.000%,2,4,,bhaktí-,,
2839,hattha-,háttha-,手,92.453%,49,53,4,hásta-,,
2840,hatthi-,hátthi-,象,100.000%,2,2,0,hastín-,,
2841,hatthutthalla-,hatthutthálla-,手振りをする,100.000%,2,2,0,,,
2842,haraṇa-,háraṇa-,持っていくこと,75.000%,6,8,2,haraṇa-,,
2843,haranta-,háranta- / haránta-,奪いつつある,50.000%,1,2,,hárant-,,
2844,hara-,hára-,奪う,100.000%,5,5,0,hára-,,
2845,hara-,hára-,奪う者,100.000%,11,11,0,hara-,,
2846,harivāhaṇa-,harivā́haṇa-,黄色い馬を持つ,100.000%,2,2,0,harivāhana-,,
